Begin Date, End Date, Hits, Pages
20060901,20060907,6,1
20060908,20060914,8,1
20060915,20060921,2,1
20060922,20060928,6,1
20060929,20060930,3,1
20061001,20061007,8,1
20061008,20061014,7,1
20061015,20061021,10,1
20061022,20061028,6,1
20061029,20061031,5,1
20061101,20061107,13,2
20061108,20061114,6,1
20061115,20061121,5,1
20061122,20061128,8,1
20061129,20061130,0,0
20061201,20061207,11,2
20061208,20061214,5,1
20061215,20061221,11,2
20061222,20061228,3,1
20061229,20061231,5,1
20050101,20050107,5,1
20050108,20050114,6,1
20050115,20050121,5,1
20050122,20050128,5,1
20050129,20050131,2,1
20050201,20050207,4,1
20050208,20050214,3,1
20050215,20050221,0,0
20050222,20050228,5,1
20050229,20050229,0,0
20050301,20050307,0,0
20050308,20050314,10,1
20050315,20050321,2,1
20050322,20050328,3,1
20050329,20050331,1,1
20050401,20050407,7,1
20050408,20050414,6,1
20050415,20050421,5,1
20050422,20050428,4,1
20050429,20050430,1,1
20050501,20050507,4,1
20050508,20050514,3,1
20050515,20050521,3,1
20050522,20050528,5,1
20050529,20050531,4,1
20050601,20050607,8,1
20050608,20050614,2,1
20050615,20050621,6,1
20050622,20050628,4,1
20050629,20050630,2,1
20050701,20050707,10,1
20050708,20050714,4,1
20050715,20050721,5,1
20050722,20050728,5,1
20050729,20050731,0,0
20050801,20050807,1,1
20050808,20050814,3,1
20050815,20050821,5,1
20050822,20050828,9,1
20050829,20050831,2,1
20050901,20050907,0,0
20050908,20050914,4,1
20050915,20050921,2,1
20050922,20050928,5,1
20050929,20050930,2,1
20051001,20051007,2,1
20051008,20051014,2,1
20051015,20051021,0,0
20051022,20051028,6,1
20051029,20051031,1,1
20051101,20051107,4,1
20051108,20051114,1,1
20051115,20051121,0,0
20051122,20051128,5,1
20051129,20051130,1,1
20051201,20051207,2,1
20051208,20051214,3,1
20051215,20051221,3,1
20051222,20051228,1,1
20051229,20051231,1,1
20040101,20040107,3,1
20040108,20040114,1,1
20040115,20040121,3,1
20040122,20040128,3,1
20040129,20040131,0,0
20040201,20040207,9,1
20040208,20040214,4,1
20040215,20040221,3,1
20040222,20040228,7,1
20040229,20040229,0,0
20040301,20040307,1,1
20040308,20040314,11,2
20040315,20040321,2,1
20040322,20040328,3,1
20040329,20040331,1,1
20040401,20040407,4,1
20040408,20040414,4,1
20040415,20040421,5,1
20040422,20040428,1,1
20040429,20040430,0,0
20040501,20040507,7,1
20040508,20040514,2,1
20040515,20040521,4,1
20040522,20040528,7,1
20040529,20040531,0,0
20040601,20040607,3,1
20040608,20040614,2,1
20040615,20040621,7,1
20040622,20040628,2,1
20040629,20040630,1,1
20040701,20040707,5,1
20040708,20040714,1,1
20040715,20040721,5,1
20040722,20040728,2,1
20040729,20040731,0,0
20040801,20040807,1,1
20040808,20040814,0,0
20040815,20040821,2,1
20040822,20040828,3,1
20040829,20040831,2,1
20040901,20040907,7,1
20040908,20040914,3,1
20040915,20040921,4,1
20040922,20040928,6,1
20040929,20040930,2,1
20041001,20041007,4,1
20041008,20041014,6,1
20041015,20041021,4,1
20041022,20041028,3,1
20041029,20041031,1,1
20041101,20041107,1,1
20041108,20041114,4,1
20041115,20041121,2,1
20041122,20041128,8,1
20041129,20041130,2,1
20041201,20041207,7,1
20041208,20041214,2,1
20041215,20041221,3,1
20041222,20041228,1,1
20041229,20041231,1,1
20030101,20030107,2,1
20030108,20030114,3,1
20030115,20030121,2,1
20030122,20030128,8,1
20030129,20030131,0,0
20030201,20030207,1,1
20030208,20030214,2,1
20030215,20030221,4,1
20030222,20030228,2,1
20030229,20030229,0,0
20030301,20030307,4,1
20030308,20030314,1,1
20030315,20030321,2,1
20030322,20030328,2,1
20030329,20030331,1,1
20030401,20030407,3,1
20030408,20030414,1,1
20030415,20030421,1,1
20030422,20030428,1,1
20030429,20030430,2,1
20030501,20030507,5,1
20030508,20030514,2,1
20030515,20030521,1,1
20030522,20030528,2,1
20030529,20030531,0,0
20030601,20030607,0,0
20030608,20030614,4,1
20030615,20030621,3,1
20030622,20030628,10,1
20030629,20030630,1,1
20030701,20030707,2,1
20030708,20030714,6,1
20030715,20030721,4,1
20030722,20030728,5,1
20030729,20030731,1,1
20030801,20030807,4,1
20030808,20030814,5,1
20030815,20030821,3,1
20030822,20030828,5,1
20030829,20030831,3,1
20030901,20030907,6,1
20030908,20030914,1,1
20030915,20030921,2,1
20030922,20030928,2,1
20030929,20030930,1,1
20031001,20031007,2,1
20031008,20031014,4,1
20031015,20031021,0,0
20031022,20031028,6,1
20031029,20031031,1,1
20031101,20031107,3,1
20031108,20031114,4,1
20031115,20031121,4,1
20031122,20031128,4,1
20031129,20031130,2,1
20031201,20031207,2,1
20031208,20031214,3,1
20031215,20031221,3,1
20031222,20031228,2,1
20031229,20031231,3,1
20020101,20020107,0,0
20020108,20020114,0,0
20020115,20020121,1,1
20020122,20020128,1,1
20020129,20020131,0,0
20020201,20020207,0,0
20020208,20020214,0,0
20020215,20020221,3,1
20020222,20020228,1,1
20020229,20020229,0,0
20020301,20020307,0,0
20020308,20020314,2,1
20020315,20020321,1,1
20020322,20020328,4,1
20020329,20020331,1,1
20020401,20020407,3,1
20020408,20020414,0,0
20020415,20020421,4,1
20020422,20020428,0,0
20020429,20020430,0,0
20020501,20020507,2,1
20020508,20020514,0,0
20020515,20020521,6,1
20020522,20020528,5,1
20020529,20020531,1,1
20020601,20020607,2,1
20020608,20020614,2,1
20020615,20020621,3,1
20020622,20020628,4,1
20020629,20020630,0,0
20020701,20020707,3,1
20020708,20020714,2,1
20020715,20020721,3,1
20020722,20020728,2,1
20020729,20020731,1,1
20020801,20020807,3,1
20020808,20020814,2,1
20020815,20020821,2,1
20020822,20020828,0,0
20020829,20020831,0,0
20020901,20020907,3,1
20020908,20020914,4,1
20020915,20020921,1,1
20020922,20020928,3,1
20020929,20020930,1,1
20021001,20021007,4,1
20021008,20021014,6,1
20021015,20021021,0,0
20021022,20021028,0,0
20021029,20021031,2,1
20021101,20021107,2,1
20021108,20021114,1,1
20021115,20021121,5,1
20021122,20021128,4,1
20021129,20021130,2,1
20021201,20021207,3,1
20021208,20021214,1,1
20021215,20021221,1,1
20021222,20021228,1,1
20021229,20021231,3,1
20010101,20010107,4,1
20010108,20010114,3,1
20010115,20010121,1,1
20010122,20010128,0,0
20010129,20010131,2,1
20010201,20010207,1,1
20010208,20010214,1,1
20010215,20010221,5,1
20010222,20010228,0,0
20010229,20010229,0,0
20010301,20010307,0,0
20010308,20010314,4,1
20010315,20010321,3,1
20010322,20010328,3,1
20010329,20010331,0,0
20010401,20010407,1,1
20010408,20010414,2,1
20010415,20010421,0,0
20010422,20010428,2,1
20010429,20010430,0,0
20010501,20010507,1,1
20010508,20010514,2,1
20010515,20010521,0,0
20010522,20010528,3,1
20010529,20010531,1,1
20010601,20010607,0,0
20010608,20010614,0,0
20010615,20010621,1,1
20010622,20010628,4,1
20010629,20010630,0,0
20010701,20010707,0,0
20010708,20010714,2,1
20010715,20010721,0,0
20010722,20010728,0,0
20010729,20010731,2,1
20010801,20010807,0,0
20010808,20010814,1,1
20010815,20010821,0,0
20010822,20010828,1,1
20010829,20010831,0,0
20010901,20010907,0,0
20010908,20010914,1,1
20010915,20010921,0,0
20010922,20010928,0,0
20010929,20010930,0,0
20011001,20011007,0,0
20011008,20011014,2,1
20011015,20011021,1,1
20011022,20011028,1,1
20011029,20011031,0,0
20011101,20011107,1,1
20011108,20011114,0,0
20011115,20011121,0,0
20011122,20011128,0,0
20011129,20011130,0,0
20011201,20011207,2,1
20011208,20011214,2,1
20011215,20011221,1,1
20011222,20011228,4,1
20011229,20011231,0,0
20000101,20000107,1,1
20000108,20000114,0,0
20000115,20000121,1,1
20000122,20000128,3,1
20000129,20000131,1,1
20000201,20000207,3,1
20000208,20000214,1,1
20000215,20000221,0,0
20000222,20000228,1,1
20000229,20000229,0,0
20000301,20000307,1,1
20000308,20000314,1,1
20000315,20000321,0,0
20000322,20000328,1,1
20000329,20000331,1,1
20000401,20000407,0,0
20000408,20000414,0,0
20000415,20000421,1,1
20000422,20000428,1,1
20000429,20000430,0,0
20000501,20000507,1,1
20000508,20000514,2,1
20000515,20000521,1,1
20000522,20000528,1,1
20000529,20000531,2,1
20000601,20000607,1,1
20000608,20000614,0,0
20000615,20000621,0,0
20000622,20000628,1,1
20000629,20000630,0,0
20000701,20000707,1,1
20000708,20000714,0,0
20000715,20000721,1,1
20000722,20000728,0,0
20000729,20000731,0,0
20000801,20000807,0,0
20000808,20000814,0,0
20000815,20000821,0,0
20000822,20000828,1,1
20000829,20000831,1,1
20000901,20000907,0,0
20000908,20000914,0,0
20000915,20000921,2,1
20000922,20000928,1,1
20000929,20000930,0,0
20001001,20001007,2,1
20001008,20001014,2,1
20001015,20001021,7,1
20001022,20001028,3,1
20001029,20001031,3,1
20001101,20001107,2,1
20001108,20001114,2,1
20001115,20001121,1,1
20001122,20001128,2,1
20001129,20001130,1,1
20001201,20001207,2,1
20001208,20001214,0,0
20001215,20001221,1,1
20001222,20001228,5,1
20001229,20001231,0,0
19990101,19990107,1,1
19990108,19990114,1,1
19990115,19990121,1,1
19990122,19990128,2,1
19990129,19990131,0,0
19990201,19990207,3,1
19990208,19990214,2,1
19990215,19990221,2,1
19990222,19990228,0,0
19990229,19990229,0,0
19990301,19990307,0,0
19990308,19990314,0,0
19990315,19990321,0,0
19990322,19990328,3,1
19990329,19990331,0,0
19990401,19990407,0,0
19990408,19990414,0,0
19990415,19990421,0,0
19990422,19990428,1,1
19990429,19990430,0,0
19990501,19990507,4,1
19990508,19990514,3,1
19990515,19990521,0,0
19990522,19990528,3,1
19990529,19990531,0,0
19990601,19990607,5,1
19990608,19990614,2,1
19990615,19990621,1,1
19990622,19990628,3,1
19990629,19990630,0,0
19990701,19990707,1,1
19990708,19990714,1,1
19990715,19990721,0,0
19990722,19990728,0,0
19990729,19990731,0,0
19990801,19990807,3,1
19990808,19990814,2,1
19990815,19990821,0,0
19990822,19990828,0,0
19990829,19990831,2,1
19990901,19990907,1,1
19990908,19990914,2,1
19990915,19990921,4,1
19990922,19990928,0,0
19990929,19990930,0,0
19991001,19991007,0,0
19991008,19991014,0,0
19991015,19991021,1,1
19991022,19991028,1,1
19991029,19991031,1,1
19991101,19991107,2,1
19991108,19991114,0,0
19991115,19991121,1,1
19991122,19991128,1,1
19991129,19991130,1,1
19991201,19991207,1,1
19991208,19991214,1,1
19991215,19991221,2,1
19991222,19991228,1,1
19991229,19991231,0,0
19980101,19980107,5,1
19980108,19980114,2,1
19980115,19980121,0,0
19980122,19980128,2,1
19980129,19980131,0,0
19980201,19980207,1,1
19980208,19980214,2,1
19980215,19980221,0,0
19980222,19980228,0,0
19980229,19980229,0,0
19980301,19980307,0,0
19980308,19980314,3,1
19980315,19980321,2,1
19980322,19980328,0,0
19980329,19980331,1,1
19980401,19980407,1,1
19980408,19980414,2,1
19980415,19980421,0,0
19980422,19980428,1,1
19980429,19980430,0,0
19980501,19980507,2,1
19980508,19980514,1,1
19980515,19980521,0,0
19980522,19980528,1,1
19980529,19980531,0,0
19980601,19980607,1,1
19980608,19980614,1,1
19980615,19980621,2,1
19980622,19980628,1,1
19980629,19980630,1,1
19980701,19980707,0,0
19980708,19980714,3,1
19980715,19980721,0,0
19980722,19980728,1,1
19980729,19980731,0,0
19980801,19980807,3,1
19980808,19980814,0,0
19980815,19980821,1,1
19980822,19980828,1,1
19980829,19980831,1,1
19980901,19980907,1,1
19980908,19980914,0,0
19980915,19980921,1,1
19980922,19980928,2,1
19980929,19980930,1,1
19981001,19981007,0,0
19981008,19981014,0,0
19981015,19981021,0,0
19981022,19981028,0,0
19981029,19981031,0,0
19981101,19981107,0,0
19981108,19981114,1,1
19981115,19981121,1,1
19981122,19981128,0,0
19981129,19981130,1,1
19981201,19981207,1,1
19981208,19981214,3,1
19981215,19981221,0,0
19981222,19981228,1,1
19981229,19981231,2,1
19970101,19970107,1,1
19970108,19970114,0,0
19970115,19970121,0,0
19970122,19970128,0,0
19970129,19970131,1,1
19970201,19970207,0,0
19970208,19970214,2,1
19970215,19970221,0,0
19970222,19970228,1,1
19970229,19970229,0,0
19970301,19970307,0,0
19970308,19970314,0,0
19970315,19970321,2,1
19970322,19970328,2,1
19970329,19970331,0,0
19970401,19970407,1,1
19970408,19970414,0,0
19970415,19970421,0,0
19970422,19970428,1,1
19970429,19970430,0,0
19970501,19970507,1,1
19970508,19970514,0,0
19970515,19970521,1,1
19970522,19970528,2,1
19970529,19970531,1,1
19970601,19970607,1,1
19970608,19970614,0,0
19970615,19970621,1,1
19970622,19970628,5,1
19970629,19970630,0,0
19970701,19970707,1,1
19970708,19970714,4,1
19970715,19970721,2,1
19970722,19970728,1,1
19970729,19970731,0,0
19970801,19970807,2,1
19970808,19970814,0,0
19970815,19970821,1,1
19970822,19970828,1,1
19970829,19970831,0,0
19970901,19970907,3,1
19970908,19970914,2,1
19970915,19970921,5,1
19970922,19970928,4,1
19970929,19970930,0,0
19971001,19971007,2,1
19971008,19971014,1,1
19971015,19971021,0,0
19971022,19971028,1,1
19971029,19971031,0,0
19971101,19971107,4,1
19971108,19971114,0,0
19971115,19971121,1,1
19971122,19971128,4,1
19971129,19971130,0,0
19971201,19971207,1,1
19971208,19971214,0,0
19971215,19971221,0,0
19971222,19971228,0,0
19971229,19971231,0,0
19960101,19960107,3,1
19960108,19960114,0,0
19960115,19960121,0,0
19960122,19960128,0,0
19960129,19960131,0,0
19960201,19960207,1,1
19960208,19960214,0,0
19960215,19960221,2,1
19960222,19960228,1,1
19960229,19960229,0,0
19960301,19960307,0,0
19960308,19960314,1,1
