Begin Date, End Date, Hits, Pages
20120829,20120831,28,3
20120901,20120907,56,6
20120908,20120914,51,6
20120915,20120921,39,4
20120922,20120928,37,4
20120929,20120930,6,1
20121001,20121007,57,6
20121008,20121014,43,5
20121015,20121021,37,4
20121022,20121028,34,4
20121029,20121031,11,2
20121101,20121107,35,4
20121108,20121114,31,4
20121115,20121121,35,4
20121122,20121128,27,3
20121129,20121130,16,2
20121201,20121207,37,4
20121208,20121214,26,3
20121215,20121221,28,3
20121222,20121228,16,2
20121229,20121231,10,1
20110101,20110107,52,6
20110108,20110114,38,4
20110115,20110121,48,5
20110122,20110128,42,5
20110129,20110131,14,2
20110201,20110207,60,6
20110208,20110214,35,4
20110215,20110221,46,5
20110222,20110228,44,5
20110229,20110229,13,2
20110301,20110307,49,5
20110308,20110314,37,4
20110315,20110321,31,4
20110322,20110328,29,3
20110329,20110331,11,2
20110401,20110407,42,5
20110408,20110414,49,5
20110415,20110421,35,4
20110422,20110428,31,4
20110429,20110430,16,2
20110501,20110507,34,4
20110508,20110514,36,4
20110515,20110521,44,5
20110522,20110528,32,4
20110529,20110531,17,2
20110601,20110607,47,5
20110608,20110614,38,4
20110615,20110621,50,5
20110622,20110628,43,5
20110629,20110630,13,2
20110701,20110707,34,4
20110708,20110714,43,5
20110715,20110721,30,3
20110722,20110728,33,4
20110729,20110731,12,2
20110801,20110807,29,3
20110808,20110814,31,4
20110815,20110821,25,3
20110822,20110828,31,4
20110829,20110831,11,2
20110901,20110907,28,3
20110908,20110914,51,6
20110915,20110921,35,4
20110922,20110928,70,7
20110929,20110930,20,2
20111001,20111007,45,5
20111008,20111014,55,6
20111015,20111021,48,5
20111022,20111028,41,5
20111029,20111031,8,1
20111101,20111107,37,4
20111108,20111114,54,6
20111115,20111121,60,6
20111122,20111128,44,5
20111129,20111130,7,1
20111201,20111207,52,6
20111208,20111214,45,5
20111215,20111221,42,5
20111222,20111228,48,5
20111229,20111231,9,1
20100101,20100107,57,6
20100108,20100114,96,10
20100115,20100121,104,11
20100122,20100128,89,9
20100129,20100131,33,4
20100201,20100207,68,7
20100208,20100214,55,6
20100215,20100221,58,6
20100222,20100228,105,11
20100229,20100229,11,2
20100301,20100307,78,8
20100308,20100314,82,9
20100315,20100321,126,13
20100322,20100328,167,17
20100329,20100331,64,7
20100401,20100407,56,6
20100408,20100414,71,8
20100415,20100421,52,6
20100422,20100428,33,4
20100429,20100430,16,2
20100501,20100507,45,5
20100508,20100514,49,5
20100515,20100521,57,6
20100522,20100528,48,5
20100529,20100531,9,1
20100601,20100607,41,5
20100608,20100614,51,6
20100615,20100621,42,5
20100622,20100628,53,6
20100629,20100630,12,2
20100701,20100707,27,3
20100708,20100714,34,4
20100715,20100721,33,4
20100722,20100728,25,3
20100729,20100731,10,1
20100801,20100807,33,4
20100808,20100814,27,3
20100815,20100821,32,4
20100822,20100828,27,3
20100829,20100831,11,2
20100901,20100907,28,3
20100908,20100914,42,5
20100915,20100921,32,4
20100922,20100928,46,5
20100929,20100930,11,2
20101001,20101007,46,5
20101008,20101014,35,4
20101015,20101021,41,5
20101022,20101028,36,4
20101029,20101031,17,2
20101101,20101107,55,6
20101108,20101114,41,5
20101115,20101121,38,4
20101122,20101128,39,4
20101129,20101130,10,1
20101201,20101207,36,4
20101208,20101214,43,5
20101215,20101221,50,5
20101222,20101228,26,3
20101229,20101231,14,2
20090101,20090107,26,3
20090108,20090114,60,6
20090115,20090121,36,4
20090122,20090128,52,6
20090129,20090131,21,3
20090201,20090207,50,5
20090208,20090214,44,5
20090215,20090221,41,5
20090222,20090228,67,7
20090229,20090229,10,1
20090301,20090307,67,7
20090308,20090314,36,4
20090315,20090321,40,4
20090322,20090328,46,5
20090329,20090331,24,3
20090401,20090407,56,6
20090408,20090414,46,5
20090415,20090421,46,5
20090422,20090428,42,5
20090429,20090430,10,1
20090501,20090507,37,4
20090508,20090514,60,6
20090515,20090521,50,5
20090522,20090528,36,4
20090529,20090531,11,2
20090601,20090607,49,5
20090608,20090614,52,6
20090615,20090621,72,8
20090622,20090628,71,8
20090629,20090630,10,1
20090701,20090707,49,5
20090708,20090714,51,6
20090715,20090721,94,10
20090722,20090728,87,9
20090729,20090731,42,5
20090801,20090807,76,8
20090808,20090814,89,9
20090815,20090821,131,14
20090822,20090828,128,13
20090829,20090831,37,4
20090901,20090907,125,13
20090908,20090914,174,18
20090915,20090921,147,15
20090922,20090928,128,13
20090929,20090930,33,4
20091001,20091007,114,12
20091008,20091014,114,12
20091015,20091021,86,9
20091022,20091028,102,11
20091029,20091031,49,5
20091101,20091107,103,11
20091108,20091114,106,11
20091115,20091121,110,11
20091122,20091128,88,9
20091129,20091130,34,4
20091201,20091207,100,10
20091208,20091214,100,10
20091215,20091221,150,15
20091222,20091228,79,8
20091229,20091231,25,3
20080101,20080107,40,4
20080108,20080114,37,4
20080115,20080121,27,3
20080122,20080128,53,6
20080129,20080131,24,3
20080201,20080207,47,5
20080208,20080214,35,4
20080215,20080221,50,5
20080222,20080228,47,5
20080229,20080229,3,1
20080301,20080307,34,4
20080308,20080314,31,4
20080315,20080321,26,3
20080322,20080328,35,4
20080329,20080331,10,1
20080401,20080407,35,4
20080408,20080414,34,4
20080415,20080421,44,5
20080422,20080428,32,4
20080429,20080430,15,2
20080501,20080507,37,4
20080508,20080514,30,3
20080515,20080521,28,3
20080522,20080528,27,3
20080529,20080531,6,1
20080601,20080607,24,3
20080608,20080614,33,4
20080615,20080621,26,3
20080622,20080628,22,3
20080629,20080630,5,1
20080701,20080707,36,4
20080708,20080714,44,5
20080715,20080721,28,3
20080722,20080728,30,3
20080729,20080731,14,2
20080801,20080807,15,2
20080808,20080814,24,3
20080815,20080821,24,3
20080822,20080828,26,3
20080829,20080831,10,1
20080901,20080907,24,3
20080908,20080914,30,3
20080915,20080921,63,7
20080922,20080928,38,4
20080929,20080930,12,2
20081001,20081007,75,8
20081008,20081014,45,5
20081015,20081021,35,4
20081022,20081028,40,4
20081029,20081031,20,2
20081101,20081107,46,5
20081108,20081114,44,5
20081115,20081121,43,5
20081122,20081128,38,4
20081129,20081130,10,1
20081201,20081207,28,3
20081208,20081214,34,4
20081215,20081221,40,4
20081222,20081228,21,3
20081229,20081231,7,1
20070101,20070107,37,4
20070108,20070114,44,5
20070115,20070121,50,5
20070122,20070128,65,7
20070129,20070131,15,2
20070201,20070207,50,5
20070208,20070214,35,4
20070215,20070221,33,4
20070222,20070228,32,4
20070229,20070229,7,1
20070301,20070307,49,5
20070308,20070314,35,4
20070315,20070321,30,3
20070322,20070328,44,5
20070329,20070331,15,2
20070401,20070407,36,4
20070408,20070414,34,4
20070415,20070421,37,4
20070422,20070428,38,4
20070429,20070430,17,2
20070501,20070507,33,4
20070508,20070514,25,3
20070515,20070521,52,6
20070522,20070528,40,4
20070529,20070531,14,2
20070601,20070607,34,4
20070608,20070614,45,5
20070615,20070621,36,4
20070622,20070628,39,4
20070629,20070630,5,1
20070701,20070707,31,4
20070708,20070714,40,4
20070715,20070721,37,4
20070722,20070728,35,4
20070729,20070731,19,2
20070801,20070807,38,4
20070808,20070814,28,3
20070815,20070821,23,3
20070822,20070828,38,4
20070829,20070831,24,3
20070901,20070907,36,4
20070908,20070914,38,4
20070915,20070921,58,6
20070922,20070928,56,6
20070929,20070930,15,2
20071001,20071007,58,6
20071008,20071014,50,5
20071015,20071021,51,6
20071022,20071028,44,5
20071029,20071031,22,3
20071101,20071107,45,5
20071108,20071114,32,4
20071115,20071121,30,3
20071122,20071128,33,4
20071129,20071130,15,2
20071201,20071207,44,5
20071208,20071214,51,6
20071215,20071221,55,6
20071222,20071228,37,4
20071229,20071231,14,2
20060101,20060107,23,3
20060108,20060114,25,3
20060115,20060121,32,4
20060122,20060128,34,4
20060129,20060131,19,2
20060201,20060207,31,4
20060208,20060214,16,2
20060215,20060221,21,3
20060222,20060228,28,3
20060229,20060229,5,1
20060301,20060307,21,3
20060308,20060314,14,2
20060315,20060321,18,2
20060322,20060328,20,2
20060329,20060331,10,1
20060401,20060407,36,4
20060408,20060414,45,5
20060415,20060421,27,3
20060422,20060428,28,3
20060429,20060430,11,2
20060501,20060507,52,6
20060508,20060514,35,4
20060515,20060521,30,3
20060522,20060528,19,2
20060529,20060531,6,1
20060601,20060607,18,2
20060608,20060614,27,3
20060615,20060621,16,2
20060622,20060628,18,2
20060629,20060630,6,1
20060701,20060707,23,3
20060708,20060714,18,2
20060715,20060721,18,2
20060722,20060728,22,3
20060729,20060731,7,1
20060801,20060807,25,3
20060808,20060814,22,3
20060815,20060821,19,2
20060822,20060828,24,3
20060829,20060831,12,2
20060901,20060907,36,4
20060908,20060914,21,3
20060915,20060921,18,2
20060922,20060928,34,4
20060929,20060930,7,1
20061001,20061007,46,5
20061008,20061014,13,2
20061015,20061021,37,4
20061022,20061028,31,4
20061029,20061031,20,2
20061101,20061107,28,3
20061108,20061114,48,5
20061115,20061121,23,3
20061122,20061128,28,3
20061129,20061130,9,1
20061201,20061207,25,3
20061208,20061214,25,3
20061215,20061221,32,4
20061222,20061228,19,2
20061229,20061231,28,3
20050101,20050107,22,3
20050108,20050114,27,3
20050115,20050121,33,4
20050122,20050128,27,3
20050129,20050131,11,2
20050201,20050207,25,3
20050208,20050214,35,4
20050215,20050221,22,3
20050222,20050228,19,2
20050229,20050229,2,1
20050301,20050307,15,2
20050308,20050314,23,3
20050315,20050321,13,2
20050322,20050328,22,3
20050329,20050331,8,1
20050401,20050407,27,3
20050408,20050414,30,3
20050415,20050421,23,3
20050422,20050428,20,2
20050429,20050430,6,1
20050501,20050507,25,3
20050508,20050514,14,2
20050515,20050521,19,2
20050522,20050528,15,2
20050529,20050531,13,2
20050601,20050607,22,3
20050608,20050614,14,2
20050615,20050621,28,3
20050622,20050628,22,3
20050629,20050630,4,1
20050701,20050707,19,2
20050708,20050714,23,3
20050715,20050721,18,2
20050722,20050728,9,1
20050729,20050731,11,2
20050801,20050807,19,2
20050808,20050814,14,2
20050815,20050821,13,2
20050822,20050828,13,2
20050829,20050831,3,1
20050901,20050907,14,2
20050908,20050914,15,2
20050915,20050921,23,3
20050922,20050928,14,2
20050929,20050930,6,1
20051001,20051007,31,4
20051008,20051014,18,2
20051015,20051021,40,4
20051022,20051028,35,4
20051029,20051031,11,2
20051101,20051107,30,3
20051108,20051114,23,3
20051115,20051121,18,2
20051122,20051128,15,2
20051129,20051130,6,1
20051201,20051207,24,3
20051208,20051214,21,3
20051215,20051221,29,3
20051222,20051228,24,3
20051229,20051231,9,1
20040101,20040107,19,2
20040108,20040114,42,5
20040115,20040121,51,6
20040122,20040128,37,4
20040129,20040131,13,2
20040201,20040207,45,5
20040208,20040214,22,3
20040215,20040221,22,3
20040222,20040228,44,5
20040229,20040229,5,1
20040301,20040307,23,3
20040308,20040314,22,3
20040315,20040321,20,2
20040322,20040328,22,3
20040329,20040331,6,1
20040401,20040407,12,2
20040408,20040414,25,3
20040415,20040421,21,3
20040422,20040428,25,3
20040429,20040430,6,1
20040501,20040507,30,3
20040508,20040514,32,4
20040515,20040521,11,2
20040522,20040528,13,2
20040529,20040531,6,1
20040601,20040607,23,3
20040608,20040614,16,2
20040615,20040621,25,3
20040622,20040628,17,2
20040629,20040630,9,1
20040701,20040707,20,2
20040708,20040714,30,3
20040715,20040721,27,3
20040722,20040728,34,4
20040729,20040731,11,2
20040801,20040807,18,2
20040808,20040814,16,2
20040815,20040821,31,4
20040822,20040828,26,3
20040829,20040831,22,3
20040901,20040907,30,3
20040908,20040914,30,3
20040915,20040921,41,5
20040922,20040928,35,4
20040929,20040930,7,1
20041001,20041007,28,3
20041008,20041014,37,4
20041015,20041021,36,4
20041022,20041028,29,3
20041029,20041031,15,2
20041101,20041107,36,4
20041108,20041114,30,3
20041115,20041121,27,3
20041122,20041128,17,2
20041129,20041130,5,1
20041201,20041207,31,4
20041208,20041214,28,3
20041215,20041221,26,3
20041222,20041228,16,2
20041229,20041231,8,1
20030101,20030107,40,4
20030108,20030114,25,3
20030115,20030121,32,4
20030122,20030128,30,3
20030129,20030131,14,2
20030201,20030207,47,5
20030208,20030214,23,3
20030215,20030221,45,5
20030222,20030228,23,3
20030229,20030229,1,1
20030301,20030307,32,4
20030308,20030314,43,5
20030315,20030321,27,3
20030322,20030328,21,3
20030329,20030331,13,2
20030401,20030407,31,4
20030408,20030414,18,2
20030415,20030421,16,2
20030422,20030428,23,3
20030429,20030430,10,1
20030501,20030507,31,4
20030508,20030514,23,3
20030515,20030521,28,3
20030522,20030528,21,3
20030529,20030531,12,2
20030601,20030607,23,3
20030608,20030614,36,4
20030615,20030621,34,4
20030622,20030628,40,4
20030629,20030630,14,2
20030701,20030707,34,4
20030708,20030714,27,3
20030715,20030721,29,3
20030722,20030728,24,3
20030729,20030731,11,2
20030801,20030807,24,3
20030808,20030814,36,4
20030815,20030821,16,2
20030822,20030828,16,2
20030829,20030831,7,1
20030901,20030907,30,3
20030908,20030914,26,3
20030915,20030921,29,3
20030922,20030928,32,4
20030929,20030930,11,2
20031001,20031007,32,4
20031008,20031014,20,2
20031015,20031021,21,3
20031022,20031028,37,4
20031029,20031031,10,1
20031101,20031107,33,4
20031108,20031114,26,3
20031115,20031121,42,5
20031122,20031128,40,4
20031129,20031130,10,1
20031201,20031207,34,4
20031208,20031214,24,3
20031215,20031221,29,3
20031222,20031228,28,3
20031229,20031231,9,1
20020101,20020107,22,3
20020108,20020114,32,4
20020115,20020121,34,4
20020122,20020128,12,2
20020129,20020131,12,2
20020201,20020207,29,3
20020208,20020214,31,4
20020215,20020221,20,2
20020222,20020228,14,2
20020229,20020229,6,1
20020301,20020307,28,3
20020308,20020314,23,3
20020315,20020321,27,3
20020322,20020328,28,3
20020329,20020331,15,2
20020401,20020407,24,3
20020408,20020414,23,3
20020415,20020421,19,2
20020422,20020428,18,2
20020429,20020430,3,1
20020501,20020507,32,4
20020508,20020514,31,4
20020515,20020521,23,3
20020522,20020528,23,3
20020529,20020531,10,1
20020601,20020607,14,2
20020608,20020614,23,3
20020615,20020621,24,3
20020622,20020628,22,3
20020629,20020630,11,2
20020701,20020707,15,2
20020708,20020714,21,3
20020715,20020721,16,2
20020722,20020728,26,3
20020729,20020731,11,2
20020801,20020807,29,3
20020808,20020814,23,3
20020815,20020821,24,3
20020822,20020828,27,3
20020829,20020831,9,1
20020901,20020907,21,3
20020908,20020914,36,4
20020915,20020921,28,3
20020922,20020928,20,2
20020929,20020930,13,2
20021001,20021007,28,3
20021008,20021014,26,3
20021015,20021021,34,4
20021022,20021028,24,3
20021029,20021031,17,2
20021101,20021107,24,3
20021108,20021114,27,3
20021115,20021121,26,3
20021122,20021128,27,3
20021129,20021130,1,1
20021201,20021207,23,3
20021208,20021214,27,3
20021215,20021221,28,3
20021222,20021228,17,2
20021229,20021231,13,2
20010101,20010107,37,4
20010108,20010114,26,3
20010115,20010121,17,2
20010122,20010128,18,2
20010129,20010131,10,1
20010201,20010207,21,3
20010208,20010214,18,2
20010215,20010221,16,2
20010222,20010228,32,4
20010229,20010229,2,1
20010301,20010307,19,2
20010308,20010314,21,3
20010315,20010321,16,2
20010322,20010328,24,3
20010329,20010331,6,1
20010401,20010407,29,3
20010408,20010414,25,3
20010415,20010421,14,2
20010422,20010428,16,2
20010429,20010430,5,1
20010501,20010507,19,2
20010508,20010514,31,4
20010515,20010521,22,3
20010522,20010528,16,2
20010529,20010531,8,1
20010601,20010607,21,3
20010608,20010614,22,3
20010615,20010621,39,4
20010622,20010628,40,4
20010629,20010630,9,1
20010701,20010707,34,4
20010708,20010714,33,4
20010715,20010721,18,2
20010722,20010728,19,2
20010729,20010731,11,2
20010801,20010807,40,4
20010808,20010814,20,2
20010815,20010821,20,2
20010822,20010828,21,3
20010829,20010831,8,1
20010901,20010907,22,3
20010908,20010914,21,3
20010915,20010921,15,2
20010922,20010928,34,4
20010929,20010930,7,1
20011001,20011007,37,4
20011008,20011014,26,3
20011015,20011021,26,3
20011022,20011028,29,3
20011029,20011031,10,1
20011101,20011107,27,3
20011108,20011114,31,4
20011115,20011121,19,2
20011122,20011128,27,3
20011129,20011130,12,2
20011201,20011207,25,3
20011208,20011214,46,5
20011215,20011221,32,4
20011222,20011228,19,2
20011229,20011231,9,1
20000101,20000107,16,2
20000108,20000114,30,3
20000115,20000121,15,2
20000122,20000128,39,4
20000129,20000131,11,2
20000201,20000207,17,2
20000208,20000214,23,3
20000215,20000221,25,3
20000222,20000228,25,3
20000229,20000229,4,1
20000301,20000307,24,3
20000308,20000314,23,3
20000315,20000321,34,4
20000322,20000328,10,1
20000329,20000331,7,1
20000401,20000407,16,2
20000408,20000414,37,4
20000415,20000421,33,4
20000422,20000428,31,4
20000429,20000430,4,1
20000501,20000507,19,2
20000508,20000514,17,2
20000515,20000521,23,3
20000522,20000528,22,3
20000529,20000531,11,2
20000601,20000607,33,4
20000608,20000614,33,4
20000615,20000621,36,4
20000622,20000628,35,4
20000629,20000630,12,2
20000701,20000707,20,2
20000708,20000714,24,3
20000715,20000721,29,3
20000722,20000728,28,3
20000729,20000731,11,2
20000801,20000807,27,3
20000808,20000814,23,3
20000815,20000821,35,4
20000822,20000828,26,3
20000829,20000831,15,2
20000901,20000907,35,4
20000908,20000914,32,4
20000915,20000921,40,4
20000922,20000928,34,4
20000929,20000930,15,2
20001001,20001007,41,5
20001008,20001014,43,5
20001015,20001021,40,4
20001022,20001028,46,5
20001029,20001031,18,2
20001101,20001107,31,4
20001108,20001114,22,3
20001115,20001121,22,3
20001122,20001128,16,2
20001129,20001130,5,1
20001201,20001207,20,2
20001208,20001214,13,2
20001215,20001221,33,4
20001222,20001228,25,3
20001229,20001231,17,2
19990101,19990107,32,4
19990108,19990114,32,4
19990115,19990121,20,2
19990122,19990128,41,5
19990129,19990131,6,1
19990201,19990207,24,3
19990208,19990214,24,3
19990215,19990221,20,2
19990222,19990228,25,3
19990229,19990229,2,1
19990301,19990307,23,3
19990308,19990314,21,3
19990315,19990321,25,3
19990322,19990328,19,2
19990329,19990331,5,1
19990401,19990407,12,2
19990408,19990414,28,3
19990415,19990421,28,3
19990422,19990428,11,2
19990429,19990430,7,1
19990501,19990507,20,2
19990508,19990514,33,4
19990515,19990521,23,3
19990522,19990528,21,3
19990529,19990531,15,2
19990601,19990607,21,3
19990608,19990614,32,4
19990615,19990621,34,4
19990622,19990628,34,4
19990629,19990630,13,2
19990701,19990707,22,3
19990708,19990714,36,4
19990715,19990721,40,4
19990722,19990728,28,3
19990729,19990731,17,2
19990801,19990807,25,3
19990808,19990814,17,2
19990815,19990821,13,2
19990822,19990828,16,2
19990829,19990831,6,1
19990901,19990907,22,3
19990908,19990914,19,2
19990915,19990921,14,2
19990922,19990928,21,3
19990929,19990930,5,1
19991001,19991007,41,5
19991008,19991014,42,5
19991015,19991021,37,4
19991022,19991028,29,3
19991029,19991031,22,3
19991101,19991107,32,4
19991108,19991114,36,4
19991115,19991121,29,3
19991122,19991128,27,3
19991129,19991130,9,1
19991201,19991207,22,3
19991208,19991214,19,2
19991215,19991221,41,5
19991222,19991228,26,3
19991229,19991231,12,2
19980101,19980107,28,3
19980108,19980114,33,4
19980115,19980121,25,3
19980122,19980128,24,3
19980129,19980131,6,1
19980201,19980207,23,3
19980208,19980214,25,3
19980215,19980221,20,2
19980222,19980228,30,3
19980229,19980229,4,1
19980301,19980307,20,2
19980308,19980314,25,3
19980315,19980321,25,3
19980322,19980328,18,2
19980329,19980331,12,2
19980401,19980407,23,3
19980408,19980414,19,2
19980415,19980421,22,3
19980422,19980428,27,3
19980429,19980430,11,2
19980501,19980507,21,3
19980508,19980514,18,2
19980515,19980521,19,2
19980522,19980528,13,2
19980529,19980531,8,1
19980601,19980607,23,3
19980608,19980614,31,4
19980615,19980621,25,3
19980622,19980628,27,3
19980629,19980630,1,1
19980701,19980707,28,3
19980708,19980714,22,3
19980715,19980721,21,3
19980722,19980728,28,3
19980729,19980731,17,2
19980801,19980807,28,3
19980808,19980814,21,3
19980815,19980821,16,2
19980822,19980828,13,2
19980829,19980831,11,2
19980901,19980907,24,3
19980908,19980914,19,2
19980915,19980921,22,3
19980922,19980928,33,4
19980929,19980930,6,1
19981001,19981007,20,2
19981008,19981014,29,3
19981015,19981021,24,3
19981022,19981028,21,3
19981029,19981031,7,1
19981101,19981107,25,3
19981108,19981114,17,2
19981115,19981121,23,3
19981122,19981128,16,2
19981129,19981130,8,1
19981201,19981207,24,3
19981208,19981214,14,2
19981215,19981221,15,2
19981222,19981228,23,3
19981229,19981231,9,1
19970101,19970107,24,3
19970108,19970114,12,2
19970115,19970121,32,4
19970122,19970128,16,2
19970129,19970131,6,1
19970201,19970207,28,3
19970208,19970214,15,2
19970215,19970221,16,2
19970222,19970228,15,2
19970229,19970229,3,1
19970301,19970307,18,2
19970308,19970314,33,4
19970315,19970321,19,2
19970322,19970328,23,3
19970329,19970331,2,1
19970401,19970407,21,3
19970408,19970414,21,3
19970415,19970421,23,3
19970422,19970428,23,3
19970429,19970430,4,1
19970501,19970507,25,3
19970508,19970514,15,2
19970515,19970521,21,3
19970522,19970528,17,2
19970529,19970531,4,1
19970601,19970607,15,2
19970608,19970614,34,4
19970615,19970621,23,3
19970622,19970628,24,3
19970629,19970630,4,1
19970701,19970707,14,2
19970708,19970714,21,3
19970715,19970721,22,3
19970722,19970728,19,2
19970729,19970731,17,2
19970801,19970807,30,3
19970808,19970814,37,4
19970815,19970821,19,2
19970822,19970828,35,4
19970829,19970831,7,1
19970901,19970907,16,2
19970908,19970914,23,3
19970915,19970921,10,1
19970922,19970928,17,2
19970929,19970930,5,1
19971001,19971007,26,3
19971008,19971014,11,2
19971015,19971021,24,3
19971022,19971028,26,3
19971029,19971031,12,2
19971101,19971107,38,4
19971108,19971114,30,3
19971115,19971121,25,3
19971122,19971128,13,2
19971129,19971130,5,1
19971201,19971207,23,3
19971208,19971214,30,3
19971215,19971221,18,2
19971222,19971228,24,3
19971229,19971231,8,1
19960101,19960107,24,3
19960108,19960114,19,2
19960115,19960121,31,4
19960122,19960128,27,3
19960129,19960131,7,1
19960201,19960207,24,3
19960208,19960214,22,3
19960215,19960221,17,2
19960222,19960228,21,3
19960229,19960229,4,1
19960301,19960307,31,4
19960308,19960314,21,3
19960315,19960321,26,3
19960322,19960328,20,2
19960329,19960331,11,2
19960401,19960407,22,3
19960408,19960414,28,3
19960415,19960421,30,3
19960422,19960428,31,4
19960429,19960430,7,1
19960501,19960507,36,4
19960508,19960514,24,3
19960515,19960521,31,4
19960522,19960528,30,3
19960529,19960531,10,1
19960601,19960607,23,3
19960608,19960614,29,3
19960615,19960621,27,3
19960622,19960628,17,2
19960629,19960630,13,2
19960701,19960707,23,3
19960708,19960714,23,3
19960715,19960721,29,3
19960722,19960728,30,3
19960729,19960731,13,2
19960801,19960807,38,4
19960808,19960814,21,3
19960815,19960821,22,3
19960822,19960828,31,4
19960829,19960831,10,1
19960901,19960907,17,2
19960908,19960914,26,3
19960915,19960921,22,3
19960922,19960928,33,4
19960929,19960930,13,2
19961001,19961007,21,3
19961008,19961014,25,3
19961015,19961021,21,3
19961022,19961028,12,2
