Begin Date, End Date, Hits, Pages
20050401,20050407,3,1
20050408,20050414,16,2
20050415,20050421,9,1
20050422,20050428,7,1
20050429,20050430,1,1
20050501,20050507,4,1
20050508,20050514,8,1
20050515,20050521,3,1
20050522,20050528,9,1
20050529,20050531,6,1
20050601,20050607,9,1
20050608,20050614,12,2
20050615,20050621,3,1
20050622,20050628,6,1
20050629,20050630,0,0
20050701,20050707,7,1
20050708,20050714,3,1
20050715,20050721,13,2
20050722,20050728,8,1
20050729,20050731,1,1
20050801,20050807,14,2
20050808,20050814,12,2
20050815,20050821,8,1
20050822,20050828,8,1
20050829,20050831,4,1
20050901,20050907,12,2
20050908,20050914,11,2
20050915,20050921,9,1
20050922,20050928,7,1
20050929,20050930,1,1
20051001,20051007,8,1
20051008,20051014,5,1
20051015,20051021,10,1
20051022,20051028,8,1
20051029,20051031,2,1
20051101,20051107,7,1
20051108,20051114,5,1
20051115,20051121,5,1
20051122,20051128,6,1
20051129,20051130,4,1
20051201,20051207,10,1
20051208,20051214,8,1
20051215,20051221,1,1
20051222,20051228,6,1
20051229,20051231,3,1
20040101,20040107,8,1
20040108,20040114,3,1
20040115,20040121,6,1
20040122,20040128,6,1
20040129,20040131,3,1
20040201,20040207,5,1
20040208,20040214,10,1
20040215,20040221,8,1
20040222,20040228,10,1
20040229,20040229,1,1
20040301,20040307,7,1
20040308,20040314,12,2
20040315,20040321,8,1
20040322,20040328,14,2
20040329,20040331,5,1
20040401,20040407,14,2
20040408,20040414,7,1
20040415,20040421,6,1
20040422,20040428,5,1
20040429,20040430,1,1
20040501,20040507,7,1
20040508,20040514,7,1
20040515,20040521,6,1
20040522,20040528,5,1
20040529,20040531,4,1
20040601,20040607,9,1
20040608,20040614,4,1
20040615,20040621,6,1
20040622,20040628,7,1
20040629,20040630,1,1
20040701,20040707,8,1
20040708,20040714,9,1
20040715,20040721,9,1
20040722,20040728,9,1
20040729,20040731,1,1
20040801,20040807,9,1
20040808,20040814,7,1
20040815,20040821,6,1
20040822,20040828,8,1
20040829,20040831,3,1
20040901,20040907,3,1
20040908,20040914,3,1
20040915,20040921,7,1
20040922,20040928,6,1
20040929,20040930,1,1
20041001,20041007,7,1
20041008,20041014,6,1
20041015,20041021,6,1
20041022,20041028,1,1
20041029,20041031,1,1
20041101,20041107,7,1
20041108,20041114,7,1
20041115,20041121,7,1
20041122,20041128,7,1
20041129,20041130,4,1
20041201,20041207,13,2
20041208,20041214,9,1
20041215,20041221,7,1
20041222,20041228,7,1
20041229,20041231,4,1
20030101,20030107,5,1
20030108,20030114,8,1
20030115,20030121,11,2
20030122,20030128,12,2
20030129,20030131,1,1
20030201,20030207,4,1
20030208,20030214,10,1
20030215,20030221,5,1
20030222,20030228,5,1
20030229,20030229,1,1
20030301,20030307,7,1
20030308,20030314,11,2
20030315,20030321,6,1
20030322,20030328,6,1
20030329,20030331,1,1
20030401,20030407,3,1
20030408,20030414,5,1
20030415,20030421,6,1
20030422,20030428,8,1
20030429,20030430,2,1
20030501,20030507,5,1
20030508,20030514,10,1
20030515,20030521,11,2
20030522,20030528,9,1
20030529,20030531,4,1
20030601,20030607,6,1
20030608,20030614,5,1
20030615,20030621,6,1
20030622,20030628,8,1
20030629,20030630,7,1
20030701,20030707,10,1
20030708,20030714,3,1
20030715,20030721,11,2
20030722,20030728,7,1
20030729,20030731,1,1
20030801,20030807,6,1
20030808,20030814,3,1
20030815,20030821,7,1
20030822,20030828,6,1
20030829,20030831,2,1
20030901,20030907,4,1
20030908,20030914,7,1
20030915,20030921,4,1
20030922,20030928,9,1
20030929,20030930,3,1
20031001,20031007,16,2
20031008,20031014,5,1
20031015,20031021,5,1
20031022,20031028,10,1
20031029,20031031,0,0
20031101,20031107,14,2
20031108,20031114,8,1
20031115,20031121,5,1
20031122,20031128,7,1
20031129,20031130,1,1
20031201,20031207,8,1
20031208,20031214,10,1
20031215,20031221,15,2
20031222,20031228,6,1
20031229,20031231,3,1
20020101,20020107,7,1
20020108,20020114,5,1
20020115,20020121,10,1
20020122,20020128,8,1
20020129,20020131,3,1
20020201,20020207,10,1
20020208,20020214,8,1
20020215,20020221,4,1
20020222,20020228,11,2
20020229,20020229,1,1
20020301,20020307,11,2
20020308,20020314,8,1
20020315,20020321,9,1
20020322,20020328,2,1
20020329,20020331,2,1
20020401,20020407,10,1
20020408,20020414,4,1
20020415,20020421,11,2
20020422,20020428,8,1
20020429,20020430,8,1
20020501,20020507,13,2
20020508,20020514,12,2
20020515,20020521,14,2
20020522,20020528,3,1
20020529,20020531,2,1
20020601,20020607,9,1
20020608,20020614,4,1
20020615,20020621,10,1
20020622,20020628,8,1
20020629,20020630,4,1
20020701,20020707,12,2
20020708,20020714,5,1
20020715,20020721,5,1
20020722,20020728,3,1
20020729,20020731,3,1
20020801,20020807,8,1
20020808,20020814,6,1
20020815,20020821,7,1
20020822,20020828,8,1
20020829,20020831,2,1
20020901,20020907,7,1
20020908,20020914,9,1
20020915,20020921,2,1
20020922,20020928,4,1
20020929,20020930,4,1
20021001,20021007,5,1
20021008,20021014,5,1
20021015,20021021,7,1
20021022,20021028,7,1
20021029,20021031,0,0
20021101,20021107,7,1
20021108,20021114,5,1
20021115,20021121,1,1
20021122,20021128,5,1
20021129,20021130,1,1
20021201,20021207,1,1
20021208,20021214,6,1
20021215,20021221,12,2
20021222,20021228,6,1
20021229,20021231,3,1
20010101,20010107,4,1
20010108,20010114,7,1
20010115,20010121,11,2
20010122,20010128,3,1
20010129,20010131,2,1
20010201,20010207,5,1
20010208,20010214,11,2
20010215,20010221,6,1
20010222,20010228,4,1
20010229,20010229,0,0
20010301,20010307,5,1
20010308,20010314,5,1
20010315,20010321,3,1
20010322,20010328,11,2
20010329,20010331,4,1
20010401,20010407,3,1
20010408,20010414,5,1
20010415,20010421,8,1
20010422,20010428,7,1
20010429,20010430,3,1
20010501,20010507,11,2
20010508,20010514,13,2
20010515,20010521,4,1
20010522,20010528,7,1
20010529,20010531,3,1
20010601,20010607,7,1
20010608,20010614,9,1
20010615,20010621,9,1
20010622,20010628,10,1
20010629,20010630,3,1
20010701,20010707,8,1
20010708,20010714,12,2
20010715,20010721,7,1
20010722,20010728,3,1
20010729,20010731,3,1
20010801,20010807,8,1
20010808,20010814,7,1
20010815,20010821,9,1
20010822,20010828,9,1
20010829,20010831,3,1
20010901,20010907,6,1
20010908,20010914,5,1
20010915,20010921,4,1
20010922,20010928,4,1
20010929,20010930,2,1
20011001,20011007,9,1
20011008,20011014,8,1
20011015,20011021,6,1
20011022,20011028,7,1
20011029,20011031,2,1
20011101,20011107,10,1
20011108,20011114,8,1
20011115,20011121,6,1
20011122,20011128,6,1
20011129,20011130,1,1
20011201,20011207,7,1
20011208,20011214,14,2
20011215,20011221,10,1
20011222,20011228,7,1
20011229,20011231,2,1
20000101,20000107,7,1
20000108,20000114,7,1
20000115,20000121,9,1
20000122,20000128,12,2
20000129,20000131,5,1
20000201,20000207,9,1
20000208,20000214,15,2
20000215,20000221,9,1
20000222,20000228,6,1
20000229,20000229,2,1
20000301,20000307,4,1
20000308,20000314,7,1
20000315,20000321,8,1
20000322,20000328,2,1
20000329,20000331,6,1
20000401,20000407,6,1
20000408,20000414,13,2
20000415,20000421,2,1
20000422,20000428,6,1
20000429,20000430,4,1
20000501,20000507,2,1
20000508,20000514,12,2
20000515,20000521,6,1
20000522,20000528,2,1
20000529,20000531,2,1
20000601,20000607,8,1
20000608,20000614,12,2
20000615,20000621,4,1
20000622,20000628,8,1
20000629,20000630,7,1
20000701,20000707,13,2
20000708,20000714,8,1
20000715,20000721,7,1
20000722,20000728,10,1
20000729,20000731,3,1
20000801,20000807,7,1
20000808,20000814,7,1
20000815,20000821,9,1
20000822,20000828,7,1
20000829,20000831,2,1
20000901,20000907,4,1
20000908,20000914,6,1
20000915,20000921,2,1
20000922,20000928,10,1
20000929,20000930,8,1
20001001,20001007,13,2
20001008,20001014,11,2
20001015,20001021,4,1
20001022,20001028,4,1
20001029,20001031,1,1
20001101,20001107,9,1
20001108,20001114,3,1
20001115,20001121,6,1
20001122,20001128,8,1
20001129,20001130,0,0
20001201,20001207,9,1
20001208,20001214,6,1
20001215,20001221,7,1
20001222,20001228,4,1
20001229,20001231,5,1
19990101,19990107,6,1
19990108,19990114,6,1
19990115,19990121,4,1
19990122,19990128,6,1
19990129,19990131,7,1
19990201,19990207,7,1
19990208,19990214,7,1
19990215,19990221,5,1
19990222,19990228,6,1
19990229,19990229,0,0
19990301,19990307,9,1
19990308,19990314,10,1
19990315,19990321,10,1
19990322,19990328,8,1
19990329,19990331,6,1
19990401,19990407,3,1
19990408,19990414,8,1
19990415,19990421,5,1
19990422,19990428,7,1
19990429,19990430,2,1
19990501,19990507,3,1
19990508,19990514,13,2
19990515,19990521,12,2
19990522,19990528,3,1
19990529,19990531,1,1
19990601,19990607,6,1
19990608,19990614,11,2
19990615,19990621,13,2
19990622,19990628,2,1
19990629,19990630,3,1
19990701,19990707,4,1
19990708,19990714,5,1
19990715,19990721,6,1
19990722,19990728,6,1
19990729,19990731,1,1
19990801,19990807,3,1
19990808,19990814,5,1
19990815,19990821,6,1
19990822,19990828,6,1
19990829,19990831,2,1
19990901,19990907,4,1
19990908,19990914,3,1
19990915,19990921,4,1
19990922,19990928,11,2
19990929,19990930,1,1
19991001,19991007,5,1
19991008,19991014,5,1
19991015,19991021,13,2
19991022,19991028,8,1
19991029,19991031,2,1
19991101,19991107,6,1
19991108,19991114,8,1
19991115,19991121,23,3
19991122,19991128,15,2
19991129,19991130,5,1
19991201,19991207,4,1
19991208,19991214,6,1
19991215,19991221,14,2
19991222,19991228,5,1
19991229,19991231,5,1
19980101,19980107,7,1
19980108,19980114,12,2
19980115,19980121,14,2
19980122,19980128,16,2
19980129,19980131,3,1
19980201,19980207,10,1
19980208,19980214,9,1
19980215,19980221,7,1
19980222,19980228,10,1
19980229,19980229,1,1
19980301,19980307,10,1
19980308,19980314,8,1
19980315,19980321,4,1
19980322,19980328,5,1
19980329,19980331,3,1
19980401,19980407,11,2
19980408,19980414,11,2
19980415,19980421,4,1
19980422,19980428,12,2
19980429,19980430,5,1
19980501,19980507,8,1
19980508,19980514,11,2
19980515,19980521,12,2
19980522,19980528,10,1
19980529,19980531,2,1
19980601,19980607,8,1
19980608,19980614,7,1
19980615,19980621,17,2
19980622,19980628,7,1
19980629,19980630,1,1
19980701,19980707,6,1
19980708,19980714,10,1
19980715,19980721,8,1
19980722,19980728,10,1
19980729,19980731,0,0
19980801,19980807,7,1
19980808,19980814,7,1
19980815,19980821,7,1
19980822,19980828,3,1
19980829,19980831,3,1
19980901,19980907,11,2
19980908,19980914,4,1
19980915,19980921,11,2
19980922,19980928,7,1
19980929,19980930,6,1
19981001,19981007,6,1
19981008,19981014,15,2
19981015,19981021,10,1
19981022,19981028,13,2
19981029,19981031,2,1
19981101,19981107,11,2
19981108,19981114,9,1
19981115,19981121,4,1
19981122,19981128,7,1
19981129,19981130,1,1
19981201,19981207,6,1
19981208,19981214,6,1
19981215,19981221,2,1
19981222,19981228,3,1
