Begin Date, End Date, Hits, Pages
20120829,20120831,0,0
20120901,20120907,0,0
20120908,20120914,2,1
20120915,20120921,0,0
20120922,20120928,0,0
20120929,20120930,0,0
20121001,20121007,0,0
20121008,20121014,2,1
20121015,20121021,0,0
20121022,20121028,0,0
20121029,20121031,0,0
20121101,20121107,0,0
20121108,20121114,2,1
20121115,20121121,2,1
20121122,20121128,1,1
20121129,20121130,0,0
20121201,20121207,2,1
20121208,20121214,2,1
20121215,20121221,0,0
20121222,20121228,1,1
20121229,20121231,1,1
20110101,20110107,0,0
20110108,20110114,0,0
20110115,20110121,0,0
20110122,20110128,0,0
20110129,20110131,0,0
20110201,20110207,0,0
20110208,20110214,0,0
20110215,20110221,0,0
20110222,20110228,1,1
20110229,20110229,0,0
20110301,20110307,1,1
20110308,20110314,0,0
20110315,20110321,0,0
20110322,20110328,1,1
20110329,20110331,2,1
20110401,20110407,0,0
20110408,20110414,0,0
20110415,20110421,0,0
20110422,20110428,3,1
20110429,20110430,0,0
20110501,20110507,0,0
20110508,20110514,0,0
20110515,20110521,3,1
20110522,20110528,1,1
20110529,20110531,0,0
20110601,20110607,0,0
20110608,20110614,0,0
20110615,20110621,0,0
20110622,20110628,3,1
20110629,20110630,0,0
20110701,20110707,0,0
20110708,20110714,0,0
20110715,20110721,1,1
20110722,20110728,1,1
20110729,20110731,0,0
20110801,20110807,0,0
20110808,20110814,1,1
20110815,20110821,1,1
20110822,20110828,1,1
20110829,20110831,2,1
20110901,20110907,0,0
20110908,20110914,0,0
20110915,20110921,0,0
20110922,20110928,3,1
20110929,20110930,0,0
20111001,20111007,1,1
20111008,20111014,0,0
20111015,20111021,0,0
20111022,20111028,1,1
20111029,20111031,0,0
20111101,20111107,1,1
20111108,20111114,0,0
20111115,20111121,0,0
20111122,20111128,2,1
20111129,20111130,0,0
20111201,20111207,1,1
20111208,20111214,0,0
20111215,20111221,0,0
20111222,20111228,1,1
20111229,20111231,0,0
20100101,20100107,0,0
20100108,20100114,0,0
20100115,20100121,0,0
20100122,20100128,1,1
20100129,20100131,0,0
20100201,20100207,0,0
20100208,20100214,0,0
20100215,20100221,1,1
20100222,20100228,0,0
20100229,20100229,0,0
20100301,20100307,0,0
20100308,20100314,0,0
20100315,20100321,0,0
20100322,20100328,0,0
20100329,20100331,1,1
20100401,20100407,0,0
20100408,20100414,1,1
20100415,20100421,0,0
20100422,20100428,0,0
20100429,20100430,0,0
20100501,20100507,1,1
20100508,20100514,1,1
20100515,20100521,0,0
20100522,20100528,0,0
20100529,20100531,0,0
20100601,20100607,2,1
20100608,20100614,0,0
20100615,20100621,0,0
20100622,20100628,0,0
20100629,20100630,0,0
20100701,20100707,0,0
20100708,20100714,0,0
20100715,20100721,1,1
20100722,20100728,0,0
20100729,20100731,0,0
20100801,20100807,1,1
20100808,20100814,0,0
20100815,20100821,0,0
20100822,20100828,1,1
20100829,20100831,0,0
20100901,20100907,0,0
20100908,20100914,0,0
20100915,20100921,0,0
20100922,20100928,0,0
20100929,20100930,0,0
20101001,20101007,0,0
20101008,20101014,0,0
20101015,20101021,1,1
20101022,20101028,0,0
20101029,20101031,0,0
20101101,20101107,1,1
20101108,20101114,1,1
20101115,20101121,1,1
20101122,20101128,1,1
20101129,20101130,0,0
20101201,20101207,0,0
20101208,20101214,0,0
20101215,20101221,0,0
20101222,20101228,0,0
20101229,20101231,1,1
20090101,20090107,0,0
20090108,20090114,0,0
20090115,20090121,1,1
20090122,20090128,0,0
20090129,20090131,0,0
20090201,20090207,0,0
20090208,20090214,0,0
20090215,20090221,0,0
20090222,20090228,2,1
20090229,20090229,0,0
20090301,20090307,0,0
20090308,20090314,0,0
20090315,20090321,1,1
20090322,20090328,1,1
20090329,20090331,0,0
20090401,20090407,1,1
20090408,20090414,0,0
20090415,20090421,0,0
20090422,20090428,1,1
20090429,20090430,1,1
20090501,20090507,0,0
20090508,20090514,0,0
20090515,20090521,1,1
20090522,20090528,2,1
20090529,20090531,0,0
20090601,20090607,0,0
20090608,20090614,0,0
20090615,20090621,1,1
20090622,20090628,0,0
20090629,20090630,1,1
20090701,20090707,0,0
20090708,20090714,0,0
20090715,20090721,0,0
20090722,20090728,0,0
20090729,20090731,0,0
20090801,20090807,1,1
20090808,20090814,1,1
20090815,20090821,0,0
20090822,20090828,0,0
20090829,20090831,0,0
20090901,20090907,2,1
20090908,20090914,1,1
20090915,20090921,0,0
20090922,20090928,0,0
20090929,20090930,0,0
20091001,20091007,2,1
20091008,20091014,1,1
20091015,20091021,0,0
20091022,20091028,0,0
20091029,20091031,0,0
20091101,20091107,0,0
20091108,20091114,0,0
20091115,20091121,0,0
20091122,20091128,0,0
20091129,20091130,0,0
20091201,20091207,1,1
20091208,20091214,0,0
20091215,20091221,1,1
20091222,20091228,0,0
20091229,20091231,0,0
20080101,20080107,0,0
20080108,20080114,1,1
20080115,20080121,0,0
20080122,20080128,0,0
20080129,20080131,0,0
20080201,20080207,0,0
20080208,20080214,0,0
20080215,20080221,0,0
20080222,20080228,0,0
20080229,20080229,0,0
20080301,20080307,0,0
20080308,20080314,1,1
20080315,20080321,3,1
20080322,20080328,2,1
20080329,20080331,0,0
20080401,20080407,0,0
20080408,20080414,0,0
20080415,20080421,1,1
20080422,20080428,0,0
20080429,20080430,0,0
20080501,20080507,0,0
20080508,20080514,0,0
20080515,20080521,0,0
20080522,20080528,0,0
20080529,20080531,0,0
20080601,20080607,0,0
20080608,20080614,0,0
20080615,20080621,2,1
20080622,20080628,1,1
20080629,20080630,0,0
20080701,20080707,1,1
20080708,20080714,0,0
20080715,20080721,1,1
20080722,20080728,4,1
20080729,20080731,0,0
20080801,20080807,0,0
20080808,20080814,0,0
20080815,20080821,0,0
20080822,20080828,0,0
20080829,20080831,0,0
20080901,20080907,0,0
20080908,20080914,0,0
20080915,20080921,1,1
20080922,20080928,0,0
20080929,20080930,1,1
20081001,20081007,0,0
20081008,20081014,0,0
20081015,20081021,0,0
20081022,20081028,0,0
20081029,20081031,0,0
20081101,20081107,2,1
20081108,20081114,1,1
20081115,20081121,0,0
20081122,20081128,0,0
20081129,20081130,0,0
20081201,20081207,0,0
20081208,20081214,1,1
20081215,20081221,0,0
20081222,20081228,1,1
20081229,20081231,0,0
20070101,20070107,0,0
20070108,20070114,0,0
20070115,20070121,0,0
20070122,20070128,0,0
20070129,20070131,0,0
20070201,20070207,0,0
20070208,20070214,1,1
20070215,20070221,1,1
20070222,20070228,0,0
20070229,20070229,0,0
20070301,20070307,0,0
20070308,20070314,0,0
20070315,20070321,3,1
20070322,20070328,0,0
20070329,20070331,0,0
20070401,20070407,2,1
20070408,20070414,2,1
20070415,20070421,1,1
20070422,20070428,0,0
20070429,20070430,0,0
20070501,20070507,2,1
20070508,20070514,0,0
20070515,20070521,1,1
20070522,20070528,2,1
20070529,20070531,0,0
20070601,20070607,0,0
20070608,20070614,0,0
20070615,20070621,0,0
20070622,20070628,0,0
20070629,20070630,0,0
20070701,20070707,0,0
20070708,20070714,0,0
20070715,20070721,0,0
20070722,20070728,3,1
20070729,20070731,0,0
20070801,20070807,83,9
20070808,20070814,202,21
20070815,20070821,1,1
20070822,20070828,0,0
20070829,20070831,4,1
20070901,20070907,0,0
20070908,20070914,0,0
20070915,20070921,1,1
20070922,20070928,0,0
20070929,20070930,0,0
20071001,20071007,0,0
20071008,20071014,0,0
20071015,20071021,0,0
20071022,20071028,1,1
20071029,20071031,0,0
20071101,20071107,0,0
20071108,20071114,1,1
20071115,20071121,1,1
20071122,20071128,1,1
20071129,20071130,0,0
20071201,20071207,0,0
20071208,20071214,1,1
20071215,20071221,3,1
20071222,20071228,1,1
20071229,20071231,0,0
20060101,20060107,0,0
20060108,20060114,0,0
20060115,20060121,0,0
20060122,20060128,0,0
20060129,20060131,0,0
20060201,20060207,0,0
20060208,20060214,0,0
20060215,20060221,1,1
20060222,20060228,0,0
20060229,20060229,0,0
20060301,20060307,1,1
20060308,20060314,0,0
20060315,20060321,1,1
20060322,20060328,1,1
20060329,20060331,1,1
20060401,20060407,0,0
20060408,20060414,0,0
20060415,20060421,2,1
20060422,20060428,0,0
20060429,20060430,0,0
20060501,20060507,0,0
20060508,20060514,1,1
20060515,20060521,0,0
20060522,20060528,2,1
20060529,20060531,1,1
20060601,20060607,0,0
20060608,20060614,0,0
20060615,20060621,3,1
20060622,20060628,0,0
20060629,20060630,0,0
20060701,20060707,0,0
20060708,20060714,1,1
20060715,20060721,0,0
20060722,20060728,2,1
20060729,20060731,0,0
20060801,20060807,0,0
20060808,20060814,0,0
20060815,20060821,0,0
20060822,20060828,2,1
20060829,20060831,1,1
20060901,20060907,0,0
20060908,20060914,0,0
20060915,20060921,0,0
20060922,20060928,1,1
20060929,20060930,0,0
20061001,20061007,1,1
20061008,20061014,0,0
20061015,20061021,0,0
20061022,20061028,0,0
20061029,20061031,1,1
20061101,20061107,0,0
20061108,20061114,0,0
20061115,20061121,0,0
20061122,20061128,0,0
20061129,20061130,0,0
20061201,20061207,3,1
20061208,20061214,0,0
20061215,20061221,1,1
20061222,20061228,0,0
20061229,20061231,0,0
20050101,20050107,0,0
20050108,20050114,0,0
20050115,20050121,0,0
20050122,20050128,0,0
20050129,20050131,0,0
20050201,20050207,0,0
20050208,20050214,0,0
20050215,20050221,0,0
20050222,20050228,0,0
20050229,20050229,0,0
20050301,20050307,0,0
20050308,20050314,0,0
20050315,20050321,0,0
20050322,20050328,0,0
20050329,20050331,0,0
20050401,20050407,0,0
20050408,20050414,0,0
20050415,20050421,0,0
20050422,20050428,0,0
20050429,20050430,0,0
20050501,20050507,0,0
20050508,20050514,0,0
20050515,20050521,0,0
20050522,20050528,0,0
20050529,20050531,0,0
20050601,20050607,0,0
20050608,20050614,0,0
20050615,20050621,0,0
20050622,20050628,0,0
20050629,20050630,0,0
20050701,20050707,0,0
20050708,20050714,0,0
20050715,20050721,0,0
20050722,20050728,0,0
20050729,20050731,0,0
20050801,20050807,0,0
20050808,20050814,0,0
20050815,20050821,0,0
20050822,20050828,0,0
20050829,20050831,0,0
20050901,20050907,0,0
20050908,20050914,0,0
20050915,20050921,0,0
20050922,20050928,0,0
20050929,20050930,0,0
20051001,20051007,0,0
20051008,20051014,0,0
20051015,20051021,0,0
20051022,20051028,0,0
20051029,20051031,0,0
20051101,20051107,0,0
20051108,20051114,0,0
20051115,20051121,0,0
20051122,20051128,0,0
20051129,20051130,0,0
20051201,20051207,0,0
20051208,20051214,1,1
20051215,20051221,0,0
20051222,20051228,1,1
20051229,20051231,0,0
